filename,verdict,mismatch_rows,categories,croma_measures,ref_measures,measure_delta
tune_007219.abc,ARTIFACT_PHANTOM_MEASURE,826,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,53,56,3
tune_009448.abc,ARTIFACT_PHANTOM_MEASURE,822,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,20,2
tune_009450.abc,ARTIFACT_PHANTOM_MEASURE,819,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,20,2
tune_008105.abc,ARTIFACT_PHANTOM_MEASURE,811,barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,110,111,1
tune_007049.abc,ARTIFACT_PHANTOM_MEASURE,802,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,12,15,3
tune_009183.abc,ARTIFACT_PHANTOM_MEASURE,793,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,18,19,1
tune_001005.abc,ARTIFACT_PHANTOM_MEASURE,784,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,23,24,1
tune_004586.abc,ARTIFACT_PHANTOM_MEASURE,776,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,17,18,1
tune_013321.abc,ARTIFACT_PHANTOM_MEASURE,757,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,20,21,1
tune_000322.abc,ARTIFACT_PHANTOM_MEASURE,730,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,34,35,1
tune_008486.abc,ARTIFACT_PHANTOM_MEASURE,728,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,14,15,1
tune_006092.abc,ARTIFACT_PHANTOM_MEASURE,722,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_015531.abc,ARTIFACT_PHANTOM_MEASURE,716,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,20,2
tune_001563.abc,ARTIFACT_PHANTOM_MEASURE,703,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,16,18,2
tune_006272.abc,ARTIFACT_PHANTOM_MEASURE,703,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,18,19,1
tune_005360.abc,ARTIFACT_PHANTOM_MEASURE,683,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,16,17,1
tune_002835.abc,ARTIFACT_PHANTOM_MEASURE,682,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_001361.abc,ARTIFACT_PHANTOM_MEASURE,676,accidental|barline|direction|duration|extra_in_croma|lyric|measure_alignment|missing_in_croma|octave|pitch|voice,28,29,1
tune_001977.abc,ARTIFACT_PHANTOM_MEASURE,673,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,23,24,1
tune_009788.abc,ARTIFACT_PHANTOM_MEASURE,673,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,27,28,1
tune_010210.abc,ARTIFACT_PHANTOM_MEASURE,658,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,28,30,2
tune_001057.abc,ARTIFACT_PHANTOM_MEASURE,656,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,14,15,1
tune_004925.abc,ARTIFACT_PHANTOM_MEASURE,650,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tie|tuplet|voice,12,14,2
tune_004070.abc,ARTIFACT_PHANTOM_MEASURE,640,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,17,19,2
tune_009447.abc,ARTIFACT_PHANTOM_MEASURE,639,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,16,18,2
tune_005044.abc,ARTIFACT_PHANTOM_MEASURE,637,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,19,23,4
tune_009305.abc,ARTIFACT_PHANTOM_MEASURE,632,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_007780.abc,ARTIFACT_PHANTOM_MEASURE,630,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_011963.abc,ARTIFACT_PHANTOM_MEASURE,627,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,20,22,2
tune_011960.abc,ARTIFACT_PHANTOM_MEASURE,625,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,20,22,2
tune_011962.abc,ARTIFACT_PHANTOM_MEASURE,625,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,20,22,2
tune_012024.abc,ARTIFACT_PHANTOM_MEASURE,619,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,31,33,2
tune_015532.abc,ARTIFACT_PHANTOM_MEASURE,617,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_000289.abc,ARTIFACT_PHANTOM_MEASURE,615,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,32,33,1
tune_006400.abc,ARTIFACT_PHANTOM_MEASURE,611,accidental|barline|direction|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,32,34,2
tune_003911.abc,ARTIFACT_PHANTOM_MEASURE,603,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,36,38,2
tune_005539.abc,ARTIFACT_PHANTOM_MEASURE,603,barline|extra_in_croma|measure_alignment|missing_in_croma|voice,1,4,3
tune_011281.abc,ARTIFACT_PHANTOM_MEASURE,600,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,12,15,3
tune_015494.abc,ARTIFACT_PHANTOM_MEASURE,592,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,21,22,1
tune_004321.abc,ARTIFACT_PHANTOM_MEASURE,589,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,16,17,1
tune_009798.abc,ARTIFACT_PHANTOM_MEASURE,584,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_005352.abc,ARTIFACT_PHANTOM_MEASURE,579,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|slur|voice,24,25,1
tune_009632.abc,ARTIFACT_PHANTOM_MEASURE,579,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,17,18,1
tune_005055.abc,ARTIFACT_PHANTOM_MEASURE,576,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,14,15,1
tune_010503.abc,ARTIFACT_PHANTOM_MEASURE,574,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,18,19,1
tune_007120.abc,ARTIFACT_PHANTOM_MEASURE,572,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,19,20,1
tune_007050.abc,ARTIFACT_PHANTOM_MEASURE,569,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,16,17,1
tune_006561.abc,ARTIFACT_PHANTOM_MEASURE,566,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_010395.abc,ARTIFACT_PHANTOM_MEASURE,562,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,46,48,2
tune_008771.abc,ARTIFACT_PHANTOM_MEASURE,554,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_011138.abc,ARTIFACT_PHANTOM_MEASURE,554,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,14,15,1
tune_015530.abc,ARTIFACT_PHANTOM_MEASURE,549,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,17,18,1
tune_012134.abc,ARTIFACT_PHANTOM_MEASURE,540,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_013237.abc,ARTIFACT_PHANTOM_MEASURE,534,barline|direction|extra_in_croma|measure_alignment|missing_in_croma|pitch|voice,2,3,1
tune_013148.abc,ARTIFACT_PHANTOM_MEASURE,533,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,36,37,1
tune_010851.abc,ARTIFACT_PHANTOM_MEASURE,530,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,12,14,2
tune_000183.abc,ARTIFACT_PHANTOM_MEASURE,529,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,64,65,1
tune_010607.abc,ARTIFACT_PHANTOM_MEASURE,529,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,16,17,1
tune_013328.abc,ARTIFACT_PHANTOM_MEASURE,519,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_010125.abc,ARTIFACT_PHANTOM_MEASURE,516,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,16,17,1
tune_014868.abc,ARTIFACT_PHANTOM_MEASURE,509,barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,16,17,1
tune_006386.abc,ARTIFACT_PHANTOM_MEASURE,506,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,26,27,1
tune_004922.abc,ARTIFACT_PHANTOM_MEASURE,505,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tie|tuplet|voice,14,15,1
tune_014620.abc,ARTIFACT_PHANTOM_MEASURE,505,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,21,22,1
tune_012858.abc,ARTIFACT_PHANTOM_MEASURE,503,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,10,11,1
tune_005563.abc,ARTIFACT_PHANTOM_MEASURE,495,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,16,18,2
tune_004921.abc,ARTIFACT_PHANTOM_MEASURE,493,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,14,15,1
tune_015506.abc,ARTIFACT_PHANTOM_MEASURE,492,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,16,17,1
tune_011995.abc,ARTIFACT_PHANTOM_MEASURE,491,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,16,17,1
tune_004713.abc,ARTIFACT_PHANTOM_MEASURE,490,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_014745.abc,ARTIFACT_PHANTOM_MEASURE,487,accidental|barline|direction|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,12,14,2
tune_006662.abc,ARTIFACT_PHANTOM_MEASURE,486,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tie|voice,21,22,1
tune_006663.abc,ARTIFACT_PHANTOM_MEASURE,486,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tie|voice,21,22,1
tune_004926.abc,ARTIFACT_PHANTOM_MEASURE,485,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,16,17,1
tune_010847.abc,ARTIFACT_PHANTOM_MEASURE,481,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,16,17,1
tune_010539.abc,ARTIFACT_PHANTOM_MEASURE,479,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_005137.abc,ARTIFACT_PHANTOM_MEASURE,478,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,17,18,1
tune_015342.abc,ARTIFACT_PHANTOM_MEASURE,474,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_010211.abc,ARTIFACT_PHANTOM_MEASURE,470,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,35,36,1
tune_015529.abc,ARTIFACT_PHANTOM_MEASURE,468,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,16,17,1
tune_006667.abc,ARTIFACT_PHANTOM_MEASURE,463,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,21,22,1
tune_010735.abc,ARTIFACT_PHANTOM_MEASURE,460,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,36,37,1
tune_012533.abc,ARTIFACT_PHANTOM_MEASURE,457,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,38,39,1
tune_002743.abc,ARTIFACT_PHANTOM_MEASURE,453,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,28,29,1
tune_013524.abc,ARTIFACT_PHANTOM_MEASURE,452,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_003668.abc,ARTIFACT_PHANTOM_MEASURE,448,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,27,28,1
tune_003670.abc,ARTIFACT_PHANTOM_MEASURE,448,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,27,28,1
tune_003673.abc,ARTIFACT_PHANTOM_MEASURE,448,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,27,28,1
tune_011860.abc,ARTIFACT_PHANTOM_MEASURE,447,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,20,2
tune_014464.abc,ARTIFACT_PHANTOM_MEASURE,446,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,8,10,2
tune_015513.abc,ARTIFACT_PHANTOM_MEASURE,445,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,17,18,1
tune_009942.abc,ARTIFACT_PHANTOM_MEASURE,444,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,9,11,2
tune_001063.abc,ARTIFACT_PHANTOM_MEASURE,442,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,39,40,1
tune_014430.abc,ARTIFACT_PHANTOM_MEASURE,440,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,12,15,3
tune_015254.abc,ARTIFACT_PHANTOM_MEASURE,439,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,14,15,1
tune_015253.abc,ARTIFACT_PHANTOM_MEASURE,435,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|pitch|tuplet|voice,14,15,1
tune_012505.abc,ARTIFACT_PHANTOM_MEASURE,430,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_009940.abc,ARTIFACT_PHANTOM_MEASURE,427,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,12,14,2
tune_009539.abc,ARTIFACT_PHANTOM_MEASURE,426,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_014857.abc,ARTIFACT_PHANTOM_MEASURE,426,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,33,34,1
tune_003603.abc,ARTIFACT_PHANTOM_MEASURE,424,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,18,20,2
tune_012605.abc,ARTIFACT_PHANTOM_MEASURE,420,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,19,22,3
tune_009947.abc,ARTIFACT_PHANTOM_MEASURE,418,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,9,11,2
tune_003509.abc,ARTIFACT_PHANTOM_MEASURE,411,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,28,29,1
tune_015526.abc,ARTIFACT_PHANTOM_MEASURE,408,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,21,22,1
tune_005982.abc,ARTIFACT_PHANTOM_MEASURE,407,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,28,29,1
tune_009938.abc,ARTIFACT_PHANTOM_MEASURE,400,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,12,14,2
tune_013323.abc,ARTIFACT_PHANTOM_MEASURE,399,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_002878.abc,ARTIFACT_PHANTOM_MEASURE,392,accidental|barline|direction|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_006506.abc,ARTIFACT_PHANTOM_MEASURE,391,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,14,15,1
tune_009939.abc,ARTIFACT_PHANTOM_MEASURE,376,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,12,13,1
tune_006546.abc,ARTIFACT_PHANTOM_MEASURE,369,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,21,22,1
tune_010392.abc,ARTIFACT_PHANTOM_MEASURE,360,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,23,24,1
tune_015129.abc,ARTIFACT_PHANTOM_MEASURE,359,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,14,15,1
tune_009303.abc,ARTIFACT_PHANTOM_MEASURE,358,barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_003864.abc,ARTIFACT_PHANTOM_MEASURE,357,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,21,22,1
tune_006584.abc,ARTIFACT_PHANTOM_MEASURE,357,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,23,24,1
tune_009630.abc,ARTIFACT_PHANTOM_MEASURE,349,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_009633.abc,ARTIFACT_PHANTOM_MEASURE,349,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,17,18,1
tune_006885.abc,ARTIFACT_PHANTOM_MEASURE,340,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,11,12,1
tune_009941.abc,ARTIFACT_PHANTOM_MEASURE,340,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_009937.abc,ARTIFACT_PHANTOM_MEASURE,339,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,12,13,1
tune_015144.abc,ARTIFACT_PHANTOM_MEASURE,335,barline|direction|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,19,20,1
tune_011967.abc,ARTIFACT_PHANTOM_MEASURE,329,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_010565.abc,ARTIFACT_PHANTOM_MEASURE,325,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,30,31,1
tune_004001.abc,ARTIFACT_PHANTOM_MEASURE,324,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_004002.abc,ARTIFACT_PHANTOM_MEASURE,324,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_014465.abc,ARTIFACT_PHANTOM_MEASURE,324,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,16,18,2
tune_003937.abc,ARTIFACT_PHANTOM_MEASURE,323,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tuplet|voice,8,9,1
tune_014902.abc,ARTIFACT_PHANTOM_MEASURE,323,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,17,18,1
tune_003999.abc,ARTIFACT_PHANTOM_MEASURE,322,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,22,23,1
tune_002448.abc,ARTIFACT_PHANTOM_MEASURE,312,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,18,19,1
tune_010570.abc,ARTIFACT_PHANTOM_MEASURE,308,barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|tie|voice,30,31,1
tune_007135.abc,ARTIFACT_PHANTOM_MEASURE,303,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,23,24,1
tune_013517.abc,ARTIFACT_PHANTOM_MEASURE,303,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,11,13,2
tune_009946.abc,ARTIFACT_PHANTOM_MEASURE,301,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_010099.abc,ARTIFACT_PHANTOM_MEASURE,288,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,21,22,1
tune_009095.abc,ARTIFACT_PHANTOM_MEASURE,282,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,19,20,1
tune_012835.abc,ARTIFACT_PHANTOM_MEASURE,281,barline|duration|extra_in_croma|lyric|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_009178.abc,ARTIFACT_PHANTOM_MEASURE,278,accidental|barline|duration|extra_in_croma|lyric|measure_alignment|missing_in_croma|octave|pitch|voice,17,18,1
tune_009179.abc,ARTIFACT_PHANTOM_MEASURE,277,accidental|barline|duration|extra_in_croma|lyric|measure_alignment|missing_in_croma|octave|pitch|voice,17,18,1
tune_012962.abc,ARTIFACT_PHANTOM_MEASURE,268,accidental|barline|duration|extra_in_croma|lyric|measure_alignment|missing_in_croma|octave|pitch|voice,17,18,1
tune_006545.abc,ARTIFACT_PHANTOM_MEASURE,257,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,19,20,1
tune_000538.abc,ARTIFACT_PHANTOM_MEASURE,249,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|pitch|voice,17,19,2
tune_004761.abc,ARTIFACT_PHANTOM_MEASURE,245,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,24,25,1
tune_015154.abc,ARTIFACT_PHANTOM_MEASURE,243,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,24,25,1
tune_015157.abc,ARTIFACT_PHANTOM_MEASURE,243,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,24,25,1
tune_009558.abc,ARTIFACT_PHANTOM_MEASURE,240,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_009253.abc,ARTIFACT_PHANTOM_MEASURE,230,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,16,17,1
tune_004675.abc,ARTIFACT_PHANTOM_MEASURE,229,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,13,14,1
tune_008287.abc,ARTIFACT_PHANTOM_MEASURE,228,barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|tie|voice,13,14,1
tune_005323.abc,ARTIFACT_PHANTOM_MEASURE,225,accidental|barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_009255.abc,ARTIFACT_PHANTOM_MEASURE,224,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,16,17,1
tune_009252.abc,ARTIFACT_PHANTOM_MEASURE,223,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,16,17,1
tune_005224.abc,ARTIFACT_PHANTOM_MEASURE,219,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,18,20,2
tune_011491.abc,ARTIFACT_PHANTOM_MEASURE,213,barline|duration|extra_in_croma|measure_alignment|missing_in_croma|voice,11,12,1
tune_003995.abc,ARTIFACT_PHANTOM_MEASURE,211,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,19,20,1
tune_003998.abc,ARTIFACT_PHANTOM_MEASURE,211,accidental|barline|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,20,21,1
tune_011800.abc,ARTIFACT_PHANTOM_MEASURE,189,barline|direction|duration|extra_in_croma|measure_alignment|missing_in_croma|pitch|voice,13,14,1
tune_004769.abc,ARTIFACT_PHANTOM_MEASURE,182,accidental|barline|direction|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,34,35,1
tune_004770.abc,ARTIFACT_PHANTOM_MEASURE,182,accidental|barline|direction|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,34,35,1
tune_004767.abc,ARTIFACT_PHANTOM_MEASURE,146,accidental|barline|duration|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,34,35,1
tune_015555.abc,ARTIFACT_PHANTOM_MEASURE,104,accidental|barline|extra_in_croma|harmony|measure_alignment|missing_in_croma|octave|pitch|voice,9,10,1
tune_003729.abc,ARTIFACT_PHANTOM_MEASURE,72,direction|duration|extra_in_croma|measure_alignment|missing_in_croma|octave|pitch|voice,4,7,3
tune_004361.abc,ARTIFACT_PHANTOM_MEASURE,60,measure_alignment|missing_in_croma,15,16,1
tune_005568.abc,ARTIFACT_PHANTOM_MEASURE,60,measure_alignment|missing_in_croma,19,20,1
tune_005415.abc,ARTIFACT_PHANTOM_MEASURE,29,harmony|measure_alignment|missing_in_croma,18,19,1
tune_010729.abc,ARTIFACT_PHANTOM_MEASURE,28,barline|extra_in_croma|measure_alignment|missing_in_croma,20,21,1
tune_010730.abc,ARTIFACT_PHANTOM_MEASURE,28,barline|extra_in_croma|measure_alignment|missing_in_croma,20,21,1
tune_009762.abc,ARTIFACT_PHANTOM_MEASURE,19,accidental|barline|measure_alignment|missing_in_croma,19,20,1
