filename,verdict,mismatch_rows,categories,croma_measures,ref_measures,measure_delta
tune_008790.abc,CASCADE,18,measure_alignment,19,19,0
tune_008792.abc,CASCADE,18,measure_alignment,19,19,0
tune_009237.abc,CASCADE,18,measure_alignment,19,19,0
tune_009546.abc,CASCADE,18,direction|measure_alignment|missing_in_croma,32,32,0
tune_009547.abc,CASCADE,18,direction|measure_alignment|missing_in_croma,32,32,0
tune_009565.abc,CASCADE,18,measure_alignment,34,34,0
tune_009566.abc,CASCADE,18,measure_alignment,34,34,0
tune_009773.abc,CASCADE,18,harmony|missing_in_croma,17,17,0
tune_009774.abc,CASCADE,18,harmony|missing_in_croma,17,17,0
tune_010644.abc,CASCADE,18,measure_alignment,18,18,0
tune_011406.abc,CASCADE,18,harmony|missing_in_croma,17,17,0
tune_012100.abc,CASCADE,18,direction|extra_in_croma|harmony|missing_in_croma,18,18,0
tune_012411.abc,CASCADE,18,harmony|missing_in_croma,18,18,0
tune_012895.abc,CASCADE,18,harmony|missing_in_croma,20,20,0
tune_013146.abc,CASCADE,18,barline|harmony|missing_in_croma,36,36,0
tune_000551.abc,CASCADE,17,harmony|missing_in_croma,9,9,0
tune_000552.abc,CASCADE,17,harmony|missing_in_croma,9,9,0
tune_000553.abc,CASCADE,17,harmony|missing_in_croma,9,9,0
tune_004516.abc,CASCADE,17,accidental|harmony|missing_in_croma,33,33,0
tune_004517.abc,CASCADE,17,accidental|harmony|missing_in_croma,33,33,0
tune_004519.abc,CASCADE,17,accidental|harmony|missing_in_croma,33,33,0
tune_005110.abc,CASCADE,17,harmony|missing_in_croma,16,16,0
tune_007112.abc,CASCADE,17,measure_alignment,18,18,0
tune_007647.abc,CASCADE,17,measure_alignment,60,60,0
tune_007648.abc,CASCADE,17,measure_alignment,60,60,0
tune_007649.abc,CASCADE,17,measure_alignment,60,60,0
tune_007653.abc,CASCADE,17,measure_alignment,57,57,0
tune_007654.abc,CASCADE,17,measure_alignment,57,57,0
tune_007655.abc,CASCADE,17,measure_alignment,57,57,0
tune_008001.abc,CASCADE,17,accidental|barline|harmony|missing_in_croma,21,21,0
tune_008002.abc,CASCADE,17,accidental|barline|harmony|missing_in_croma,21,21,0
tune_008279.abc,CASCADE,17,accidental|measure_alignment,30,30,0
tune_008386.abc,CASCADE,17,measure_alignment|missing_in_croma,30,30,0
tune_009113.abc,CASCADE,17,barline|missing_in_croma,31,31,0
tune_010071.abc,CASCADE,17,accidental|measure_alignment|missing_in_croma,42,42,0
tune_010488.abc,CASCADE,17,measure_alignment,18,18,0
tune_010532.abc,CASCADE,17,measure_alignment,18,18,0
tune_011548.abc,CASCADE,17,measure_alignment,87,87,0
tune_011550.abc,CASCADE,17,measure_alignment,87,87,0
tune_012203.abc,CASCADE,17,harmony|missing_in_croma,22,22,0
tune_012719.abc,CASCADE,17,measure_alignment,18,18,0
tune_013305.abc,CASCADE,17,barline|harmony|missing_in_croma,18,18,0
tune_013508.abc,CASCADE,17,measure_alignment,38,38,0
tune_014643.abc,CASCADE,17,measure_alignment,18,18,0
tune_014645.abc,CASCADE,17,measure_alignment,18,18,0
tune_015349.abc,CASCADE,17,measure_alignment|missing_in_croma,30,30,0
tune_015481.abc,CASCADE,17,harmony|missing_in_croma,14,14,0
tune_015551.abc,CASCADE,17,measure_alignment,18,18,0
tune_015692.abc,CASCADE,17,harmony|missing_in_croma,17,17,0
tune_000659.abc,CASCADE,16,measure_alignment,16,16,0
tune_005787.abc,CASCADE,16,measure_alignment,16,16,0
tune_005892.abc,CASCADE,16,harmony|missing_in_croma,16,16,0
tune_006100.abc,CASCADE,16,harmony|missing_in_croma,27,27,0
tune_006128.abc,CASCADE,16,harmony|missing_in_croma,12,12,0
tune_006135.abc,CASCADE,16,harmony|missing_in_croma,14,14,0
tune_006136.abc,CASCADE,16,harmony|missing_in_croma,14,14,0
tune_006141.abc,CASCADE,16,barline|harmony|missing_in_croma,13,13,0
tune_006188.abc,CASCADE,16,measure_alignment,96,96,0
tune_006253.abc,CASCADE,16,harmony|missing_in_croma,18,18,0
tune_007676.abc,CASCADE,16,harmony|missing_in_croma,41,41,0
tune_007677.abc,CASCADE,16,harmony|missing_in_croma,41,41,0
tune_007678.abc,CASCADE,16,harmony|missing_in_croma,41,41,0
tune_007838.abc,CASCADE,16,measure_alignment,16,16,0
tune_008278.abc,CASCADE,16,measure_alignment,30,30,0
tune_008400.abc,CASCADE,16,harmony|missing_in_croma,17,17,0
tune_008421.abc,CASCADE,16,harmony|missing_in_croma,16,16,0
tune_009038.abc,CASCADE,16,measure_alignment,64,64,0
tune_009112.abc,CASCADE,16,barline|missing_in_croma,31,31,0
tune_010512.abc,CASCADE,16,measure_alignment,17,17,0
tune_010801.abc,CASCADE,16,harmony|missing_in_croma,33,33,0
tune_011193.abc,CASCADE,16,measure_alignment,29,29,0
tune_011842.abc,CASCADE,16,measure_alignment,17,17,0
tune_012005.abc,CASCADE,16,harmony|missing_in_croma,12,12,0
tune_012087.abc,CASCADE,16,measure_alignment,32,32,0
tune_012536.abc,CASCADE,16,measure_alignment,27,27,0
tune_013137.abc,CASCADE,16,barline|direction|missing_in_croma,36,36,0
tune_013306.abc,CASCADE,16,barline|harmony|missing_in_croma,18,18,0
tune_013307.abc,CASCADE,16,barline|harmony|missing_in_croma,18,18,0
tune_014794.abc,CASCADE,16,harmony|missing_in_croma,36,36,0
tune_000441.abc,CASCADE,15,harmony|missing_in_croma,20,20,0
tune_000443.abc,CASCADE,15,harmony|missing_in_croma,20,20,0
tune_001430.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_001431.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_001432.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_001533.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_001534.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_001535.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_003134.abc,CASCADE,15,direction|extra_in_croma,22,22,0
tune_003634.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_005455.abc,CASCADE,15,measure_alignment,28,28,0
tune_005467.abc,CASCADE,15,measure_alignment,28,28,0
tune_005774.abc,CASCADE,15,accidental|barline|direction|missing_in_croma,36,36,0
tune_006016.abc,CASCADE,15,extra_in_croma|harmony|missing_in_croma,18,18,0
tune_006018.abc,CASCADE,15,extra_in_croma|harmony|missing_in_croma,18,18,0
tune_006025.abc,CASCADE,15,extra_in_croma|harmony|missing_in_croma,18,18,0
tune_006150.abc,CASCADE,15,measure_alignment,16,16,0
tune_006729.abc,CASCADE,15,accidental|measure_alignment,70,70,0
tune_006758.abc,CASCADE,15,accidental|barline|duration|tuplet,220,220,0
tune_007089.abc,CASCADE,15,direction|extra_in_croma,34,34,0
tune_009094.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_009575.abc,CASCADE,15,accidental|duration|measure_alignment,16,16,0
tune_009834.abc,CASCADE,15,barline|measure_alignment|missing_in_croma,14,14,0
tune_010552.abc,CASCADE,15,measure_alignment,16,16,0
tune_011367.abc,CASCADE,15,measure_alignment,20,20,0
tune_012160.abc,CASCADE,15,harmony|missing_in_croma,15,15,0
tune_012765.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_012766.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_012767.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_012768.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_012769.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_012770.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_012771.abc,CASCADE,15,harmony|missing_in_croma,16,16,0
tune_012772.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_013143.abc,CASCADE,15,barline|missing_in_croma,48,48,0
tune_014065.abc,CASCADE,15,measure_alignment,31,31,0
tune_014668.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_014670.abc,CASCADE,15,harmony|missing_in_croma,18,18,0
tune_000188.abc,CASCADE,14,harmony|missing_in_croma,15,15,0
tune_000189.abc,CASCADE,14,harmony|missing_in_croma,15,15,0
tune_000617.abc,CASCADE,14,harmony|missing_in_croma,12,12,0
tune_000618.abc,CASCADE,14,harmony|missing_in_croma,12,12,0
tune_000819.abc,CASCADE,14,accidental|harmony|missing_in_croma,8,8,0
tune_000820.abc,CASCADE,14,accidental|harmony|missing_in_croma,8,8,0
tune_001201.abc,CASCADE,14,harmony|missing_in_croma,18,18,0
tune_001863.abc,CASCADE,14,harmony|missing_in_croma,13,13,0
tune_001865.abc,CASCADE,14,harmony|missing_in_croma,13,13,0
tune_002499.abc,CASCADE,14,measure_alignment,28,28,0
tune_004331.abc,CASCADE,14,harmony|missing_in_croma,33,33,0
tune_004750.abc,CASCADE,14,measure_alignment,27,27,0
tune_005412.abc,CASCADE,14,harmony|missing_in_croma,17,17,0
tune_005691.abc,CASCADE,14,harmony|missing_in_croma,26,26,0
tune_006262.abc,CASCADE,14,harmony|missing_in_croma,18,18,0
tune_006936.abc,CASCADE,14,barline|direction|missing_in_croma,35,35,0
tune_008169.abc,CASCADE,14,measure_alignment,15,15,0
tune_009114.abc,CASCADE,14,barline|missing_in_croma,26,26,0
tune_009871.abc,CASCADE,14,extra_in_croma|harmony|missing_in_croma,44,44,0
tune_010104.abc,CASCADE,14,accidental|measure_alignment,33,33,0
tune_010143.abc,CASCADE,14,duration|measure_alignment,18,18,0
tune_010405.abc,CASCADE,14,barline|missing_in_croma,81,81,0
tune_013147.abc,CASCADE,14,harmony|missing_in_croma,35,35,0
tune_015066.abc,CASCADE,14,harmony|missing_in_croma,30,30,0
tune_015363.abc,CASCADE,14,harmony|missing_in_croma,18,18,0
tune_015642.abc,CASCADE,14,harmony|missing_in_croma,16,16,0
tune_000821.abc,CASCADE,13,harmony|missing_in_croma,8,8,0
tune_002486.abc,CASCADE,13,extra_in_croma|harmony|missing_in_croma,18,18,0
tune_002749.abc,CASCADE,13,direction|extra_in_croma,36,36,0
tune_002856.abc,CASCADE,13,harmony|missing_in_croma,9,9,0
tune_002858.abc,CASCADE,13,harmony|missing_in_croma,9,9,0
tune_003338.abc,CASCADE,13,extra_in_croma|harmony|missing_in_croma,18,18,0
tune_005465.abc,CASCADE,13,accidental|barline|missing_in_croma,49,49,0
tune_005468.abc,CASCADE,13,accidental|barline|missing_in_croma,50,50,0
tune_008016.abc,CASCADE,13,harmony|missing_in_croma,18,18,0
tune_008571.abc,CASCADE,13,barline|harmony|missing_in_croma,45,45,0
tune_008572.abc,CASCADE,13,barline|harmony|missing_in_croma,45,45,0
tune_008573.abc,CASCADE,13,barline|harmony|missing_in_croma,45,45,0
tune_008574.abc,CASCADE,13,barline|harmony|missing_in_croma,45,45,0
tune_008575.abc,CASCADE,13,barline|harmony|missing_in_croma,45,45,0
tune_008576.abc,CASCADE,13,barline|harmony|missing_in_croma,45,45,0
tune_008954.abc,CASCADE,13,measure_alignment|missing_in_croma|slur|voice,12,12,0
tune_010281.abc,CASCADE,13,measure_alignment,15,15,0
tune_010282.abc,CASCADE,13,measure_alignment,15,15,0
tune_010283.abc,CASCADE,13,measure_alignment,15,15,0
tune_011520.abc,CASCADE,13,barline|harmony|missing_in_croma,54,54,0
tune_011893.abc,CASCADE,13,measure_alignment,17,17,0
tune_013646.abc,CASCADE,13,direction|missing_in_croma,18,18,0
tune_015465.abc,CASCADE,13,duration|measure_alignment,17,17,0
tune_000392.abc,CASCADE,12,barline|direction|missing_in_croma,38,38,0
tune_001037.abc,CASCADE,12,direction|extra_in_croma,32,32,0
tune_001922.abc,CASCADE,12,harmony|missing_in_croma,24,24,0
tune_002501.abc,CASCADE,12,measure_alignment|missing_in_croma,19,19,0
tune_002637.abc,CASCADE,12,harmony|missing_in_croma,12,12,0
tune_002638.abc,CASCADE,12,harmony|missing_in_croma,12,12,0
tune_003283.abc,CASCADE,12,measure_alignment,16,16,0
tune_003500.abc,CASCADE,12,accidental|measure_alignment,18,18,0
tune_004205.abc,CASCADE,12,accidental|barline|direction|missing_in_croma,21,21,0
tune_004581.abc,CASCADE,12,duration|tuplet,1,1,0
tune_004609.abc,CASCADE,12,barline|measure_alignment|missing_in_croma,10,10,0
tune_004902.abc,CASCADE,12,direction|missing_in_croma,17,17,0
tune_005486.abc,CASCADE,12,duration|measure_alignment,15,15,0
tune_006422.abc,CASCADE,12,measure_alignment|missing_in_croma|voice,26,26,0
tune_006602.abc,CASCADE,12,measure_alignment|missing_in_croma|voice,16,16,0
tune_006690.abc,CASCADE,12,accidental|barline|measure_alignment|missing_in_croma,60,60,0
tune_006753.abc,CASCADE,12,barline|duration|tuplet,110,110,0
tune_006759.abc,CASCADE,12,accidental|barline|duration|tuplet,116,116,0
tune_007631.abc,CASCADE,12,harmony|missing_in_croma,32,32,0
tune_008687.abc,CASCADE,12,harmony|missing_in_croma,23,23,0
tune_009468.abc,CASCADE,12,harmony|measure_alignment|missing_in_croma,18,18,0
tune_009473.abc,CASCADE,12,harmony|measure_alignment|missing_in_croma,18,18,0
tune_009474.abc,CASCADE,12,harmony|measure_alignment|missing_in_croma,18,18,0
tune_009505.abc,CASCADE,12,missing_in_croma,60,60,0
tune_009870.abc,CASCADE,12,extra_in_croma|harmony|missing_in_croma,50,50,0
tune_011422.abc,CASCADE,12,accidental|measure_alignment,31,31,0
tune_011867.abc,CASCADE,12,missing_in_croma,27,27,0
tune_012204.abc,CASCADE,12,harmony|missing_in_croma,21,21,0
tune_012435.abc,CASCADE,12,measure_alignment,24,24,0
tune_012442.abc,CASCADE,12,accidental|duration|measure_alignment|missing_in_croma,18,18,0
tune_012976.abc,CASCADE,12,harmony|missing_in_croma,41,41,0
tune_012981.abc,CASCADE,12,duration|measure_alignment,12,12,0
tune_013164.abc,CASCADE,12,barline|missing_in_croma,70,70,0
tune_013166.abc,CASCADE,12,barline|missing_in_croma,70,70,0
tune_014161.abc,CASCADE,12,measure_alignment|missing_in_croma|voice,9,9,0
tune_014702.abc,CASCADE,12,measure_alignment,61,61,0
tune_014760.abc,CASCADE,12,measure_alignment,13,13,0
tune_014761.abc,CASCADE,12,measure_alignment,13,13,0
tune_000085.abc,CASCADE,11,harmony|missing_in_croma,12,12,0
tune_000086.abc,CASCADE,11,harmony|missing_in_croma,12,12,0
tune_000087.abc,CASCADE,11,harmony|missing_in_croma,12,12,0
tune_001020.abc,CASCADE,11,direction|extra_in_croma,34,34,0
tune_003203.abc,CASCADE,11,barline|harmony|missing_in_croma,39,39,0
tune_003399.abc,CASCADE,11,direction|extra_in_croma,32,32,0
tune_003427.abc,CASCADE,11,accidental|direction|missing_in_croma,26,26,0
tune_003445.abc,CASCADE,11,direction|extra_in_croma|missing_in_croma,23,23,0
tune_004220.abc,CASCADE,11,barline|direction|measure_alignment,20,20,0
tune_004567.abc,CASCADE,11,measure_alignment|missing_in_croma,14,14,0
tune_004568.abc,CASCADE,11,measure_alignment|missing_in_croma,14,14,0
tune_004598.abc,CASCADE,11,measure_alignment,27,27,0
tune_006124.abc,CASCADE,11,harmony|missing_in_croma,12,12,0
tune_006565.abc,CASCADE,11,extra_in_croma|lyric|measure_alignment|missing_in_croma,9,9,0
tune_008630.abc,CASCADE,11,barline|missing_in_croma,44,44,0
tune_008631.abc,CASCADE,11,barline|missing_in_croma,44,44,0
tune_008632.abc,CASCADE,11,barline|missing_in_croma,44,44,0
tune_008633.abc,CASCADE,11,barline|missing_in_croma,44,44,0
tune_008634.abc,CASCADE,11,barline|missing_in_croma,44,44,0
tune_008635.abc,CASCADE,11,barline|missing_in_croma,44,44,0
tune_009256.abc,CASCADE,11,harmony|missing_in_croma,19,19,0
tune_009639.abc,CASCADE,11,harmony|missing_in_croma,24,24,0
tune_009850.abc,CASCADE,11,harmony|missing_in_croma,18,18,0
tune_010033.abc,CASCADE,11,direction|missing_in_croma,36,36,0
tune_010035.abc,CASCADE,11,direction|missing_in_croma,36,36,0
tune_010076.abc,CASCADE,11,accidental|duration|tuplet,30,30,0
tune_010464.abc,CASCADE,11,measure_alignment,14,14,0
tune_011197.abc,CASCADE,11,barline|harmony|missing_in_croma,18,18,0
tune_011332.abc,CASCADE,11,harmony|missing_in_croma,21,21,0
tune_011507.abc,CASCADE,11,harmony|missing_in_croma,13,13,0
tune_012266.abc,CASCADE,11,harmony|missing_in_croma,15,15,0
tune_013169.abc,CASCADE,11,barline|missing_in_croma,73,73,0
tune_013172.abc,CASCADE,11,barline|missing_in_croma,73,73,0
tune_013418.abc,CASCADE,11,barline|missing_in_croma,21,21,0
tune_014558.abc,CASCADE,11,harmony|missing_in_croma,17,17,0
tune_015048.abc,CASCADE,11,measure_alignment|missing_in_croma,46,46,0
tune_000019.abc,CASCADE,10,harmony|missing_in_croma,16,16,0
tune_000020.abc,CASCADE,10,harmony|missing_in_croma,16,16,0
tune_000021.abc,CASCADE,10,harmony|missing_in_croma,16,16,0
tune_000456.abc,CASCADE,10,accidental|direction|extra_in_croma|missing_in_croma,14,14,0
tune_003131.abc,CASCADE,10,direction|extra_in_croma,18,18,0
tune_003983.abc,CASCADE,10,harmony|missing_in_croma,18,18,0
tune_004035.abc,CASCADE,10,measure_alignment,18,18,0
tune_004582.abc,CASCADE,10,duration|tuplet,1,1,0
tune_004724.abc,CASCADE,10,direction|measure_alignment|missing_in_croma,24,24,0
tune_004748.abc,CASCADE,10,measure_alignment,26,26,0
tune_005463.abc,CASCADE,10,barline|harmony|measure_alignment|missing_in_croma,26,26,0
tune_005671.abc,CASCADE,10,barline|harmony|missing_in_croma,40,40,0
tune_005864.abc,CASCADE,10,measure_alignment,36,36,0
tune_006010.abc,CASCADE,10,accidental|direction|missing_in_croma,32,32,0
tune_006158.abc,CASCADE,10,duration|tuplet,1,1,0
tune_006573.abc,CASCADE,10,harmony|missing_in_croma,16,16,0
tune_007217.abc,CASCADE,10,direction|extra_in_croma,103,103,0
tune_007286.abc,CASCADE,10,direction|missing_in_croma,43,43,0
tune_007321.abc,CASCADE,10,harmony|missing_in_croma,16,16,0
tune_007322.abc,CASCADE,10,harmony|missing_in_croma,16,16,0
tune_008233.abc,CASCADE,10,duration|measure_alignment,62,62,0
tune_008781.abc,CASCADE,10,direction|measure_alignment,26,26,0
tune_009343.abc,CASCADE,10,harmony|missing_in_croma,18,18,0
tune_009525.abc,CASCADE,10,harmony|missing_in_croma,18,18,0
tune_009835.abc,CASCADE,10,measure_alignment,11,11,0
tune_010971.abc,CASCADE,10,accidental|measure_alignment,32,32,0
tune_011177.abc,CASCADE,10,measure_alignment,28,28,0
tune_012004.abc,CASCADE,10,measure_alignment,20,20,0
tune_012407.abc,CASCADE,10,barline|missing_in_croma,36,36,0
tune_012637.abc,CASCADE,10,harmony|missing_in_croma,53,53,0
tune_012638.abc,CASCADE,10,harmony|missing_in_croma,53,53,0
tune_012640.abc,CASCADE,10,harmony|missing_in_croma,53,53,0
tune_012641.abc,CASCADE,10,harmony|missing_in_croma,53,53,0
tune_013435.abc,CASCADE,10,measure_alignment|missing_in_croma,21,21,0
tune_013479.abc,CASCADE,10,measure_alignment,22,22,0
tune_013763.abc,CASCADE,10,accidental|barline|missing_in_croma,10,10,0
tune_001249.abc,CASCADE,9,harmony|missing_in_croma,18,18,0
tune_001560.abc,CASCADE,9,harmony|missing_in_croma,16,16,0
tune_001561.abc,CASCADE,9,harmony|missing_in_croma,16,16,0
tune_001875.abc,CASCADE,9,accidental|duration,18,18,0
tune_003808.abc,CASCADE,9,measure_alignment,15,15,0
tune_003903.abc,CASCADE,9,barline|missing_in_croma,36,36,0
tune_004711.abc,CASCADE,9,barline|measure_alignment,104,104,0
tune_004933.abc,CASCADE,9,harmony|missing_in_croma,36,36,0
tune_005051.abc,CASCADE,9,barline|measure_alignment|missing_in_croma,18,18,0
tune_005637.abc,CASCADE,9,duration|measure_alignment,18,18,0
tune_005638.abc,CASCADE,9,duration|measure_alignment,18,18,0
tune_005816.abc,CASCADE,9,barline|missing_in_croma,57,57,0
tune_007014.abc,CASCADE,9,accidental|barline|missing_in_croma,26,26,0
tune_007280.abc,CASCADE,9,barline|missing_in_croma,74,74,0
tune_007597.abc,CASCADE,9,measure_alignment,49,49,0
tune_007598.abc,CASCADE,9,measure_alignment,49,49,0
tune_007599.abc,CASCADE,9,measure_alignment,49,49,0
tune_007642.abc,CASCADE,9,harmony|missing_in_croma,34,34,0
tune_007976.abc,CASCADE,9,barline|measure_alignment|missing_in_croma,19,19,0
tune_008034.abc,CASCADE,9,harmony|missing_in_croma,17,17,0
tune_008447.abc,CASCADE,9,missing_in_croma,100,100,0
tune_009060.abc,CASCADE,9,measure_alignment,10,10,0
tune_009381.abc,CASCADE,9,barline|direction|missing_in_croma,20,20,0
tune_009382.abc,CASCADE,9,barline|direction|missing_in_croma,20,20,0
tune_009686.abc,CASCADE,9,harmony|missing_in_croma,84,84,0
tune_009688.abc,CASCADE,9,harmony|missing_in_croma,84,84,0
tune_010060.abc,CASCADE,9,measure_alignment|missing_in_croma,24,24,0
tune_010878.abc,CASCADE,9,measure_alignment,41,41,0
tune_011506.abc,CASCADE,9,harmony|missing_in_croma,10,10,0
tune_011831.abc,CASCADE,9,barline|extra_in_croma|slur,11,11,0
tune_012514.abc,CASCADE,9,barline|missing_in_croma,80,80,0
tune_012804.abc,CASCADE,9,extra_in_croma,17,17,0
tune_013378.abc,CASCADE,9,barline|missing_in_croma,42,42,0
tune_013379.abc,CASCADE,9,barline|missing_in_croma,42,42,0
tune_013444.abc,CASCADE,9,barline|duration|tuplet,104,104,0
tune_013900.abc,CASCADE,9,measure_alignment,17,17,0
tune_014712.abc,CASCADE,9,direction|missing_in_croma,96,96,0
tune_014774.abc,CASCADE,9,measure_alignment,29,29,0
tune_014910.abc,CASCADE,9,harmony|missing_in_croma,34,34,0
tune_015505.abc,CASCADE,9,barline|missing_in_croma|tuplet,15,15,0
tune_015691.abc,CASCADE,9,duration|extra_in_croma|measure_alignment,18,18,0
tune_000574.abc,CASCADE,8,harmony|missing_in_croma,13,13,0
tune_000736.abc,CASCADE,8,barline|direction|measure_alignment|missing_in_croma,17,17,0
tune_001055.abc,CASCADE,8,measure_alignment,16,16,0
tune_001070.abc,CASCADE,8,measure_alignment|missing_in_croma,14,14,0
tune_001632.abc,CASCADE,8,measure_alignment,16,16,0
tune_001693.abc,CASCADE,8,direction|extra_in_croma,19,19,0
tune_001827.abc,CASCADE,8,accidental|direction|extra_in_croma|missing_in_croma,22,22,0
tune_002239.abc,CASCADE,8,direction|extra_in_croma,30,30,0
tune_002334.abc,CASCADE,8,harmony|missing_in_croma,9,9,0
tune_003543.abc,CASCADE,8,missing_in_croma,68,68,0
tune_003909.abc,CASCADE,8,measure_alignment,36,36,0
tune_004186.abc,CASCADE,8,harmony|missing_in_croma,32,32,0
tune_004196.abc,CASCADE,8,harmony|missing_in_croma,32,32,0
tune_004199.abc,CASCADE,8,harmony|missing_in_croma,32,32,0
tune_004930.abc,CASCADE,8,harmony|missing_in_croma,36,36,0
tune_005469.abc,CASCADE,8,barline|measure_alignment|missing_in_croma,27,27,0
tune_005647.abc,CASCADE,8,harmony|missing_in_croma,17,17,0
tune_005935.abc,CASCADE,8,barline|measure_alignment|missing_in_croma,21,21,0
tune_006011.abc,CASCADE,8,accidental|direction|extra_in_croma,32,32,0
tune_006331.abc,CASCADE,8,measure_alignment|missing_in_croma,21,21,0
tune_006367.abc,CASCADE,8,missing_in_croma|slur,19,19,0
tune_006472.abc,CASCADE,8,duration|tuplet,32,32,0
tune_006491.abc,CASCADE,8,barline|measure_alignment|missing_in_croma,20,20,0
tune_006492.abc,CASCADE,8,barline|measure_alignment|missing_in_croma,20,20,0
tune_006650.abc,CASCADE,8,octave,10,10,0
tune_006680.abc,CASCADE,8,harmony|missing_in_croma,33,33,0
tune_006755.abc,CASCADE,8,barline|duration,208,208,0
tune_007949.abc,CASCADE,8,barline|missing_in_croma,35,35,0
tune_007951.abc,CASCADE,8,barline|missing_in_croma,35,35,0
tune_007953.abc,CASCADE,8,barline|missing_in_croma,35,35,0
tune_007955.abc,CASCADE,8,barline|missing_in_croma,35,35,0
tune_008003.abc,CASCADE,8,barline|missing_in_croma,36,36,0
tune_008004.abc,CASCADE,8,barline|missing_in_croma,36,36,0
tune_008168.abc,CASCADE,8,missing_in_croma|tie,20,20,0
tune_008246.abc,CASCADE,8,accidental|measure_alignment,17,17,0
tune_008917.abc,CASCADE,8,measure_alignment,8,8,0
tune_009030.abc,CASCADE,8,accidental|harmony|missing_in_croma,51,51,0
tune_009412.abc,CASCADE,8,barline|missing_in_croma,72,72,0
tune_009722.abc,CASCADE,8,barline|missing_in_croma,36,36,0
tune_009723.abc,CASCADE,8,barline|missing_in_croma,36,36,0
tune_009724.abc,CASCADE,8,barline|missing_in_croma,36,36,0
tune_010100.abc,CASCADE,8,accidental|barline,20,20,0
tune_010314.abc,CASCADE,8,measure_alignment,32,32,0
tune_010315.abc,CASCADE,8,measure_alignment,32,32,0
tune_010316.abc,CASCADE,8,measure_alignment,32,32,0
tune_011387.abc,CASCADE,8,barline|missing_in_croma,48,48,0
tune_011391.abc,CASCADE,8,barline|missing_in_croma,48,48,0
tune_011392.abc,CASCADE,8,barline|missing_in_croma,48,48,0
tune_011393.abc,CASCADE,8,barline|missing_in_croma,48,48,0
tune_011394.abc,CASCADE,8,barline|missing_in_croma,48,48,0
tune_011395.abc,CASCADE,8,barline|missing_in_croma,48,48,0
tune_011396.abc,CASCADE,8,barline|missing_in_croma,48,48,0
tune_012163.abc,CASCADE,8,direction|extra_in_croma|missing_in_croma,20,20,0
tune_012174.abc,CASCADE,8,barline|missing_in_croma,113,113,0
tune_012186.abc,CASCADE,8,measure_alignment,17,17,0
tune_012267.abc,CASCADE,8,accidental|harmony|missing_in_croma,9,9,0
tune_012360.abc,CASCADE,8,missing_in_croma,25,25,0
tune_012364.abc,CASCADE,8,missing_in_croma,28,28,0
tune_012386.abc,CASCADE,8,missing_in_croma,28,28,0
tune_012547.abc,CASCADE,8,measure_alignment,22,22,0
tune_013170.abc,CASCADE,8,missing_in_croma,73,73,0
tune_013171.abc,CASCADE,8,missing_in_croma,73,73,0
tune_013373.abc,CASCADE,8,barline|missing_in_croma,19,19,0
tune_013374.abc,CASCADE,8,barline|missing_in_croma,18,18,0
tune_013375.abc,CASCADE,8,barline|missing_in_croma,18,18,0
tune_013567.abc,CASCADE,8,measure_alignment,25,25,0
tune_013568.abc,CASCADE,8,measure_alignment,25,25,0
tune_013569.abc,CASCADE,8,measure_alignment,25,25,0
tune_013570.abc,CASCADE,8,measure_alignment,25,25,0
tune_013648.abc,CASCADE,8,barline|measure_alignment,12,12,0
tune_013764.abc,CASCADE,8,accidental|missing_in_croma,9,9,0
tune_014493.abc,CASCADE,8,barline|missing_in_croma,85,85,0
tune_014677.abc,CASCADE,8,accidental|missing_in_croma|slur,24,24,0
tune_000191.abc,CASCADE,7,harmony|missing_in_croma,8,8,0
tune_000192.abc,CASCADE,7,harmony|missing_in_croma,8,8,0
tune_000230.abc,CASCADE,7,harmony|missing_in_croma,17,17,0
tune_000232.abc,CASCADE,7,harmony|missing_in_croma,17,17,0
tune_000527.abc,CASCADE,7,measure_alignment,12,12,0
tune_000675.abc,CASCADE,7,barline|missing_in_croma,28,28,0
tune_001893.abc,CASCADE,7,accidental|barline,76,76,0
tune_002240.abc,CASCADE,7,direction|extra_in_croma,18,18,0
tune_002562.abc,CASCADE,7,accidental|measure_alignment,18,18,0
tune_003201.abc,CASCADE,7,harmony|missing_in_croma,51,51,0
tune_003202.abc,CASCADE,7,harmony|missing_in_croma,50,50,0
tune_003256.abc,CASCADE,7,direction|extra_in_croma,31,31,0
